epoch,train_loss,dev_loss,auc,f1
1,0.37597070362841917,0.3538980188024436,0.5006809669731018,0.3392263060382849
2,0.3440139008617149,0.33139824099439663,0.5022264010182418,0.34320894998779633
3,0.31413631137681886,0.31300398512951183,0.5117731969973278,0.36438972120296986
4,0.2912542633419853,0.31411283115264116,0.5265664580091164,0.40049829849295093
5,0.26781308695388784,0.2936941132847025,0.5295247425427878,0.4026607595732791
6,0.2464226629671681,0.2912978204605915,0.5446518578632968,0.43666834711412655
7,0.22524868844710585,0.2966256890375706,0.567570318307494,0.48089533950226054
8,0.20460676904551456,0.29035919121981424,0.5737321669545623,0.4922896504349449
9,0.186667219919669,0.28258522838259625,0.5959121147054995,0.5333117986238207
10,0.1673740996503021,0.2855900771307981,0.6078112660816055,0.5544611083194826
11,0.15204929662924643,0.28450169253782936,0.6136591479534447,0.5642085078983055
12,0.13813317032931222,0.2927517754872852,0.6191554048633877,0.575694180854991
13,0.1238772684105639,0.29147488291546436,0.6255007536093924,0.5854064851981937
14,0.1105443295920865,0.3044663942777194,0.6404000814664677,0.6093052147333592
15,0.10008351555204563,0.30460496667269654,0.6404907730757781,0.6084623978848429
16,0.09380923818930424,0.30959105400137643,0.6351225874249287,0.6021826262932246
17,0.08342270357272509,0.3069942375067258,0.6399821647262673,0.6098504105602647
18,0.07637434285529611,0.30363074626823944,0.6383638097249926,0.6066466681690168
19,0.0718187712356909,0.2939848100206161,0.6378973718596637,0.6044530288315817
20,0.06508905619023846,0.30722327958795553,0.6390004893335972,0.6090089068619963
21,0.06090763315288366,0.3133585557662325,0.6499556235036998,0.6241081009596015
22,0.05574184832307117,0.3020167337242876,0.642573449062066,0.6117449805269088
23,0.05181351903162554,0.3133409976879663,0.6491375606764747,0.6233955579928177
24,0.048975485673461515,0.308412311114116,0.6409129235766097,0.6120137813456656
25,0.04608315037727114,0.31832324024355113,0.645425388213567,0.6189123763483741
26,0.04298838536085495,0.3117451636755027,0.6467409179149575,0.6201285966299653
27,0.04130436207336226,0.32666611619730057,0.6489272653293331,0.6278317405983924
28,0.0392976788360493,0.31799254838321916,0.6393696064117853,0.6117782232768731
29,0.03731542234676419,0.31353402993087476,0.6459758885103759,0.6200580775590491
30,0.03480267096060866,0.31078636278279453,0.6407604524865099,0.6100266479673735
31,0.03203918731355358,0.3108539977535946,0.6446847586399913,0.6172890059486987
32,0.03069165462747745,0.308553811844613,0.6438136623901227,0.6159217956761872
33,0.029904399776158594,0.3124217872485959,0.632414094768498,0.6008204781837894
34,0.02874883043478381,0.3205776865446924,0.6405833030285204,0.6154485867587862
35,0.027483926363456732,0.3327192194808331,0.645568834708637,0.6240280540708961
36,0.025888663959223727,0.3184784012884722,0.6441562627569892,0.6182566346234344
37,0.025164613094394692,0.31154231239037505,0.6455624840676902,0.6187312567694083
38,0.023936477684402838,0.3229928020640882,0.6523411247898718,0.6289614620207976
39,0.02211844380976637,0.31297092447292024,0.6466237095943255,0.6205472111883168
40,0.021836693932557036,0.32179113916695945,0.6452904092397592,0.6209084054601719
41,0.02118824255629041,0.3149466591766118,0.6469774514365373,0.6211493420562466
42,0.020777011661131415,0.3129943185351477,0.6447974546631086,0.618665260653597
43,0.019503276037099507,0.3156043289301691,0.6456950676242987,0.6203263063164438
44,0.019289231554142184,0.32940267740775087,0.6466014266436351,0.6237936590022775
45,0.01924468309589592,0.31595840896486777,0.6442026670018022,0.6188102438102439
46,0.017228958619053603,0.3195937533977731,0.6410057320662357,0.6131890339664923
47,0.017215259722766683,0.32412591323457896,0.6458056467671004,0.619836454072744
48,0.017055768359135654,0.3212986197711111,0.6449279213394015,0.6184061668780954
49,0.01665466773726896,0.32315427394098656,0.6433315707519337,0.6174671532782527
50,0.015179005736695424,0.3217232927105651,0.6418789451964197,0.6164270744094784
51,0.015259892955916716,0.32171965576304273,0.6488654858485436,0.6255020051569145
52,0.015176912275292321,0.31510864600263216,0.6460533217640254,0.6191567787830483
53,0.014584630823720145,0.32175354915410753,0.6456308927263101,0.6213471624525255
54,0.01404704327060298,0.3215270046397718,0.6438555543374209,0.6182895079721957
55,0.013452418329910393,0.32274790842943274,0.6515959829187814,0.6290554826444374
56,0.013661274119973877,0.32189991548545527,0.641454399278389,0.6167833683152841
57,0.012528062423067397,0.3219293366484226,0.6436012501626655,0.6188659261578863
58,0.012588325966216547,0.3235419795486499,0.646311859699412,0.6222238699125414
59,0.01196977760716483,0.31809438577820975,0.6460355511108496,0.6207678179914822
60,0.01190917977948474,0.32137797492663966,0.649119790023299,0.624958160401109
61,0.011491293518914892,0.3208139121343472,0.6481381146306289,0.6241001893683332
62,0.011171964678048303,0.3269446229926736,0.6504904700276486,0.6284849494012414
63,0.011013950480223866,0.3399261272194269,0.636676488991331,0.6122754624605069
64,0.010665077994400472,0.32288718338942024,0.6511316619337679,0.6289155163437827
65,0.011032950587914855,0.3248290741919039,0.6444458297012123,0.6198875802423601
66,0.01008403087017639,0.322130428577094,0.6452021130476481,0.618041188344548
67,0.011292373010021419,0.31984864000523805,0.6482884688404131,0.6240908543757189
68,0.009413204426031116,0.3230006501051255,0.641105169733692,0.6144199787069671
69,0.009806878404679755,0.3297537054618531,0.6468313309873843,0.6246708280913218
70,0.009620658726387395,0.3248007726772747,0.6427831873354404,0.6181541502639019
71,0.008423106561403814,0.31873482796936187,0.6505392696896608,0.6256306760236231
72,0.008818520138902206,0.32511463353058223,0.6476207602229721,0.6233665592974447
73,0.008316832318003406,0.3230229789419443,0.644313246144604,0.6183190433273926
74,0.008798283854748032,0.31917089503336166,0.6497941278185704,0.6257584772856735
75,0.00818753583608141,0.32818807442479075,0.6494822779236569,0.6273324335606557
76,0.008232900638943086,0.3337890815002859,0.6547022262450376,0.6349637821795185
77,0.0077742951557682235,0.3307420673940052,0.6460376679911652,0.6225438197858946
78,0.008050590751399068,0.3271259426891595,0.6494955362793178,0.6274773762993464
79,0.00769085399891401,0.3218715464991241,0.6480718228523247,0.6233339757631184
80,0.0074614168530896,0.32593310489969624,0.6479148394647101,0.6232683925324614
81,0.007515846627478669,0.32431594553284987,0.648956177457854,0.6248151494539929
82,0.00719449973393594,0.3283359932418103,0.6543927717673232,0.6332985060670704
83,0.006529311395302112,0.3254804757606918,0.6529645460428153,0.6308609192090403
84,0.006495938448400007,0.32485401660238744,0.6511825784760957,0.6278078187405639
85,0.007021947559928107,0.32776516800270483,0.6562057683428794,0.6350292197662419
86,0.006629044516246225,0.31947076537464686,0.6514103659395294,0.6269609957365115
87,0.0060230508364217655,0.333305394850409,0.6528295670690076,0.63261837992613
88,0.0062403399975010125,0.33320836035850826,0.655997868412937,0.6359875899914534
89,0.005830862216436626,0.33513158759707984,0.6510497163826037,0.6312324442812582
90,0.006860158749678604,0.33055624125617666,0.6502427950307237,0.62905537713012
91,0.005867196916692945,0.32711091575450696,0.6474306309462053,0.6229171172420369
92,0.005343930648423973,0.3262729566801018,0.6545033509101248,0.6328762549037037
93,0.005796689631922289,0.33274430033561087,0.6559448349902937,0.6354376672562998
94,0.005475978864277297,0.3357061594252234,0.6572757399276605,0.6383492467224108
95,0.005501976051197915,0.3263534614006665,0.6534267501475132,0.6292890530472386
96,0.005848529768530032,0.33140802009464126,0.652281462189398,0.6282855895798396
97,0.005137459848694539,0.33647400919511483,0.6603512327819641,0.6407798361744753
98,0.005086501116876478,0.330300006328591,0.6572935105808364,0.6370105679567524
99,0.0047430894080026185,0.3285421051287639,0.6604684411025961,0.6404520885303133
100,0.005047136872496872,0.3263089776576192,0.64758761433382,0.6229829011767962
101,0.004860534072159487,0.34107899518636,0.6584297739439218,0.6409103361356583
102,0.004218422479366111,0.3304732286251787,0.6500372905179805,0.6268038387047614
103,0.004462062818484494,0.33227091919255936,0.6519828706501452,0.6299968769870902
104,0.00461308855903143,0.33717219872922627,0.6537714673946953,0.6330704971546515
105,0.004298779120919363,0.3356158689208964,0.6505236159168009,0.6288447911325679
106,0.0042453681661920265,0.33360338521365746,0.6564046436777922,0.637089518668466
107,0.004529092044314207,0.3326145024445227,0.6583481069296411,0.6386309618146018
108,0.0053524360693006055,0.338658735904474,0.6507026037182222,0.6307378608362093
109,0.003720303766883041,0.3413421930662881,0.6593981909809311,0.641659495000438
110,0.004227809323360377,0.34264714400000074,0.6584430322995827,0.6410371494144109
111,0.003756403376161028,0.33649588991798823,0.6553346720930109,0.6337404883908628
112,0.0038167117190154886,0.3382547928498063,0.6514854037759796,0.6294928252501593
113,0.004371191698358256,0.347844853139413,0.6577819528599722,0.6403893504358884
114,0.003662920617033689,0.3433760209054118,0.6582993072676289,0.641080355287713
115,0.003405414229255593,0.3414341281933516,0.6529401462118092,0.6322082765134914
116,0.004021985758286941,0.3473121508441265,0.6585867573315365,0.6409928459049485
117,0.0035261962904696554,0.3456672653816945,0.6511602955254052,0.6308271482339123
118,0.0032898188397399906,0.35047814700035784,0.6528979757276274,0.6348145095002115
119,0.0038531558506008307,0.33964493699171655,0.6497896155210556,0.6274014797726009
120,0.003622583796023607,0.3421575416413448,0.6565284811762546,0.636830716892901
121,0.00332590658045844,0.3457333788974405,0.659411449336592,0.6417870069787033
122,0.0031088215543177322,0.3372285455569747,0.6609526496211007,0.6408199851609804
123,0.002869617735555133,0.34595990447514285,0.6611536418363291,0.644256695974051
124,0.003134546681035942,0.3472068076258646,0.6619340464768873,0.6460064991159475
125,0.0032873637834107336,0.3465604457476492,0.6658607480475678,0.649534789183458
126,0.00388482343270047,0.35081774830798285,0.6602117415106414,0.6437478771597196
127,0.003597577409643912,0.34194701560924473,0.6618966668271039,0.6428239539718829
128,0.003510496143249097,0.3442851556236589,0.6499951200337988,0.6296079922153126
129,0.002881424072111748,0.34254242616803343,0.6502096491415716,0.6286998552169287
130,0.0035700614503173605,0.3525458112615149,0.663866368253391,0.6488124083128
131,0.002650137029708702,0.34929409930965805,0.6514830083587804,0.6326005410056268
132,0.0026306643807419696,0.346964200549903,0.6514610039449735,0.6308382719840698
133,0.0027853168298648053,0.35386876822830776,0.6613922922382244,0.6464264606840942
134,0.002782973495184312,0.34668077914121653,0.658005228025891,0.6411011623044216
135,0.00283324127385526,0.3406087244251187,0.651458887064658,0.6292032134294065
136,0.0036042988659066126,0.33888022752033337,0.6541782426595504,0.6341883420033485
137,0.002694855337905301,0.34028082229688095,0.6468292141070688,0.6229565746049704
138,0.0027251447418310645,0.3468898951102234,0.6568114189426473,0.6381765231662453
139,0.002291424679295486,0.3544353556398277,0.6582462738449855,0.640573279482239
140,0.0025886738428861703,0.3518878655741574,0.6587835157861336,0.6414559168705818
141,0.0023585776850142915,0.3600088753167962,0.6553343935561272,0.6382612110664745
142,0.002472407353232472,0.35206138767425116,0.6651487520656295,0.649756845688217
143,0.0029860201969570815,0.3497549994608884,0.6497408158590434,0.6300749660058684
