epoch,train_loss,dev_loss,auc,f1
1,0.137510950708598,0.130182962435107,0.513292114331146,0.36708097516886196
2,0.12475216385683671,0.12341728501659631,0.5240438608688212,0.390423534958441
3,0.11645843953113068,0.11784463737955003,0.5374022669782714,0.41971093585681285
4,0.10887711938993892,0.11999858139791732,0.5368385083258017,0.41685174921198587
5,0.10119060758821087,0.11065928605409212,0.5512448816062264,0.44751427165153035
6,0.09425885667936487,0.1116631051325627,0.5841169132943649,0.509676429077885
7,0.08603403829861553,0.10499362660711484,0.5927859838457521,0.5235495454951202
8,0.0791789750884153,0.10594096860880846,0.6229606643528051,0.5741159793470917
9,0.07114790327982037,0.10335003607622793,0.6272212202322062,0.57769182300976
10,0.0644526853707335,0.10612890805104888,0.6446542867049221,0.606373251570904
11,0.05795597191748405,0.10515775319313776,0.6477870467425,0.6138387925071538
12,0.05238829669294139,0.10591047350798985,0.6502743811133276,0.6164012363484863
13,0.047373682063218334,0.11037682468497692,0.6641079711462528,0.6391621849837288
14,0.04284318091231714,0.10922999559450523,0.6722530581121527,0.6493777240395743
15,0.03889393705114746,0.1103964902593599,0.6897635578385182,0.672601882427453
16,0.03486163624675963,0.11028859115255589,0.6723723833131003,0.6506596221365404
17,0.03237609780395798,0.11242603280996612,0.6847623723855414,0.6672964377046009
18,0.029509695054170077,0.11431237562419218,0.6897412748878277,0.6749946894054053
19,0.02714237152346351,0.11690194265046383,0.7009064258681883,0.6889984705768645
20,0.024867017321401518,0.11247556344428047,0.6911851543851957,0.6748115325272868
21,0.02286293057005394,0.11183860368408784,0.674121204990668,0.6532977830410394
22,0.02142733562114688,0.11596029476711274,0.6971014449156545,0.6840976542384763
23,0.019606780723177723,0.11821611544613685,0.6976784619237851,0.6852223427331887
24,0.0182038523075925,0.11692496800530082,0.6991841209019425,0.686834033574834
25,0.01701000050689741,0.1218140700136742,0.7028077186358557,0.6924416454249191
26,0.01599922286434758,0.12030245695650409,0.7081912795226815,0.699267642290794
27,0.014997408400438192,0.11618845160051636,0.6984832663953495,0.6858728571119552
28,0.01447164052837609,0.12169259811470112,0.69424922722727,0.6821109532138204
29,0.013529999877214302,0.11705465028744677,0.6939111391579184,0.6794020653013941
30,0.012571864297721785,0.11612659739509124,0.7013972635645234,0.6894516543853266
31,0.01202459215742675,0.11802282318256543,0.7084965002397645,0.6984844270783375
32,0.011339300313078882,0.12587770348734595,0.708441071399922,0.6999741850552801
33,0.010818096013945962,0.1292277613725285,0.7110034436071997,0.7037817772701065
34,0.009904601599236661,0.12790817269971808,0.7126727151508021,0.7055130351469614
35,0.00971554595283975,0.12163721932287548,0.707961375178932,0.6986797839617369
36,0.008870519148097241,0.1156206985914745,0.7026332431319489,0.6901040930481506
37,0.00857044255843889,0.11993122466832236,0.7122683353031461,0.702998784648551
38,0.008363032787989739,0.12451056584320501,0.7132852734652839,0.7050387704879975
39,0.007673914841001701,0.1210099308514225,0.7045499111355926,0.6946963157729136
40,0.007191828783672004,0.11951084087632165,0.6977890410665868,0.68496025553503
41,0.0069775111318061515,0.12010599813774793,0.7039927816609532,0.6937826706758501
